ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
641,Pullman Gateway Garden,647-657 E 111th St,yes,60628,Chicago,,IL,USA,http://www.hpgc.org/gateway.html,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.62171,41.69154,Neighborspace,SE,2020-12-26
642,Pumping Station: One,3519 N Elston Ave,yes,60618,Chicago,,IL,USA,pumpingstationone.org,,,,,,,Hackerspace,yes,address,both,local,,,,,,,-87.70655422,41.94516877,Shareable Map,SE,2020-12-26
643,Qumbya Coop: Bowers House,5130 S University Ave,yes,60637,Chicago,,IL,USA,https://qumbya.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.59832505,41.80190289,Foundation for Intentional Community,SE,2020-12-26
631,Qumbya Coop: Concord House,5225 S Blackstone Ave,yes,60615,Chicago,,IL,USA,https://qumbya.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.59037528,41.80063169,Foundation for Intentional Community,SE,2020-12-26
645,Qumbya Coop: Haymarket House,5405 Ridgewood Ct,yes,60615,chicago,,IL,USA,https://qumbya.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.59252249,41.79792998,Foundation for Intentional Community,SE,2020-12-26
646,Qumbya Coop: Wells House,41st & Michigan,yes,60653,Chicago,,IL,USA,https://qumbya.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.623125,41.8201331,SEWG,DC,2020-12-26
647,Racine Courts Cooperative,10759 s racine,yes,60643,Chicago,,IL,USA,http://www.uhab.org/coopresearch,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6520436,41.6978747,SEWG,DC,2020-12-26
648,Ravenswood Community Services,4550 N Hermitage St.,yes,60640,Chicago,,IL,USA,http://www.ravenswoodcommunityservices.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.67257748,41.96429653,Accelerate77,SE,2020-12-26
649,Ravenswood Farmers Market,4900 N. Damen Ave.,yes,60625,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.67932927,41.9705804,City of Chicago Farmers Markets,SE,2020-12-26
650,Read/Write Library,914 N California Ave,yes,60622,Chicago,,IL,USA,http://readwritelibrary.org/,,,,,,,Library,yes,address,both,local,,,,,,,-87.69685063,41.89799753,Shareable Map,SE,2020-12-26
651,Reason to Give,2701 W. Thomas St.,yes,60622,Chicago,,IL,USA,http://reasontogive.com/,,,,,,,School,yes,address,both,local,,,,,,,-87.69438173,41.90103884,Accelerate77,SE,2020-12-26
652,Reba Place Fellowship,737 B Reba Place,yes,60202,Evanston,,IL,USA,http://www.rebaplacefellowship.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.68103768,42.02990956,Foundation for Intentional Community,SE,2020-12-26
653,Rebuilding Exchange,1740 W. Webster Ave,yes,60614,Chicago,,Il,USA,www.rebuildingexchange.org,,,,,,,Second Hand Shop,yes,address,both,local,,,,,,,-87.6714143,41.92159193,Accelerate77,SE,2020-12-26
644,REI,905 West Eastman St,yes,60642,Chicago,,IL,USA,https://www.rei.com/,,,,,312.951.6020,yes,cooperative,yes,address,both,local,,,,,,,-87.745937,41.944713,SEWG,DC,2020-12-26
655,Resource Center - Creative Reuse Warehouse,222 East 135th Place,yes,60827,Chicago,,Il,USA,http://www.resourcecenterchicago.org/,,,,,,,Second Hand Shop,yes,address,both,local,,,,,,,-87.61670224,41.648931,Accelerate77,SE,2020-12-26
656,Resurrection Lutheran Federal Credit Union,9349 S Wentworth Ave,yes,60620,Chicago,,IL,USA,http://creditunionaccess.com/cu15240.htm,,,,,(773)995-6441,yes,Credit Union,yes,address,both,local,,,,,,,-87.655494,41.742065,creditunionaccess.com,SE,2020-12-26
654,River Oaks Cooperative,1 Chestnut Court,yes,60409,Calumet,,IL,USA,http://www.riveroakstownehousescoop.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
657,Riverbank Neighbors,"411 S. Wells Street, #800",yes,60607,Chicago,,IL,USA,www.Riverbankneighbors.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.63360029,41.87672746,Accelerate77,SE,2020-12-26
658,Roden Branch Library,6083 N. Northwest Highway,yes,60631,Chicago,,IL,USA,http://www.chipublib.org/locations/100,,,,,,,Library,yes,address,both,local,,,,,,,-87.79825766,41.99199224,data.cityofchicago.org,SE,2020-12-26
660,Rodeo Garden,2801 S. Washtenaw Ave,yes,60608,Chicago,,IL,USA,http://www.chicagobotanic.org/urbanagriculture/apprenticeship/farms,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.69170475,41.84465661,Accelerate77,SE,2020-12-26
661,Rogers Park Branch Library,6907 N. Clark Street,yes,60626,Chicago,,IL,USA,http://www.chipublib.org/locations/121,,,,,,,Library,yes,address,both,local,,,,,,,-87.67335605,42.00678881,data.cityofchicago.org,SE,2020-12-26
662,Rogers Park Farms,1610 W. Howard St,yes,60626,Chicago,,IL,USA,http://www.facebook.com/pages/Rogers-Park-Farms/189229727800425,,,,,,,Farm,yes,address,both,local,,,,,,,-87.669133,42.005107,Accelerate77,SE,2020-12-26
663,Rogers Park Garden Group,1500 W. Jarvis Ave,yes,60626,Chicago,,IL,USA,https://www.facebook.com/RogersParkGardenGroup,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66815768,42.0161397,Accelerate77,SE,2020-12-26
664,Roosevelt Branch Library,1101 W. Taylor Street,yes,60607,Chicago,,IL,USA,http://www.chipublib.org/locations/122,,,,,,,Library,yes,address,both,local,,,,,,,-87.65423575,41.86936681,data.cityofchicago.org,SE,2020-12-26
665,Root Riot Harambee Garden,500 N Waller St.,yes,60644,Chicago,,Il,USA,https://www.facebook.com/RootRiot,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.76780819,41.88883425,Accelerate77,SE,2020-12-26
666,Roots and Rays,1523 W Cullerton,yes,60608,Chicago,,IL,USA,https://www.facebook.com/lahuertarootsandrays/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66424154,41.85502078,Neighborspace,SE,2020-12-26
667,Roseland Community Market,11400 S. Michigan Ave.,yes,60628,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.62101034,41.68704913,City of Chicago Farmers Markets,SE,2020-12-26
668,Ruby Garden,1552 W. Schreiber Ave,yes,60626,Chicago,,IL,USA,www.therubygarden.com,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66940361,41.99907446,Accelerate77,SE,2020-12-26
669,"S.O.U.L., Inc",451 W. 79th Street,yes,60620,Chicago,,IL,USA,https://soul-program.org/,,,,,773) 250-1770,yes,social Workshop,yes,address,both,local,,,,,,,,,SEWG,DC,2020-12-26
670,Saint Francis Catholic Worker House of Hospitality,4652 N Kenmore Ave,yes,60640,Chicago,,IL,USA,http://stfrancisworker.weebly.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.65628898,41.96649095,Foundation for Intentional Community,SE,2020-12-26
671,Salsedo Press,3139 W. Chicago Ave,yes,60622,Chicago,,IL,USA,http://salsedopressinc.com/index.html,,,,,,,Workers Collective,yes,address,both,local,,,,,,,-87.70544447,41.89547351,Steve Ediger,SE,2020-12-26
672,Scottsdale Branch Library,4101 W. 79th Street,yes,60652,Chicago,,IL,USA,http://www.chipublib.org/locations/69,,,,,,,Library,yes,address,both,local,,,,,,,-87.72429026,41.74937263,data.cityofchicago.org,SE,2020-12-26
673,Season of the Bitch,,,,Chicago,,IL,USA,https://www.seasonoftheb.com/,,,,,,,theatre,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
674,Seaway Bank Farmers Market,87th St. & Langley Ave.,yes,60619,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.607643,41.745767,City of Chicago Farmers Markets,SE,2020-12-26
675,Selfreliance Ukrainian American Federal Credit Union,2332 W Chicago Ave,yes,60622,Chicago,,IL,USA,http://www.selfreliance.com/,,,,,(773)328-7500,yes,Credit Union,yes,address,both,local,,,,,,,-87.68520148,41.89586067,creditunionaccess.com,SE,2020-12-26
676,Share Your Soles Foundation,900 E 103rd St,yes,60628,Chicago,,IL,USA,shareyoursoles.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.60140926,41.70761763,Shareable Map,SE,2020-12-26
677,Shared Harvest,,yes,60120,Elgin,Cook,IL,USA,http://sharedharvest.coop,,,,,224-276-6129,yes,Food Cooperative,yes,zip code,both,local,,,,,,,-88.263631,42.03714,dotcoop,SE,2020-12-26
678,Sherman Park Branch Library,5440 S. Racine Avenue,yes,60609,Chicago,,IL,USA,http://www.chipublib.org/locations/70,,,,,,,Library,yes,address,both,local,,,,,,,-87.65498313,41.79523605,data.cityofchicago.org,SE,2020-12-26
679,Sherwood Peace Garden,257 W 61st St,yes,60621,Chicago,,IL,USA,http://neighbor-space.org/2012/06/23/prentiss-place-community-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6324212,41.78350364,Neighborspace,SE,2020-12-26
680,Shiloh Englewood Federal Credit Union,7058 S Racine Ave,yes,60636,Chicago,,IL,USA,http://creditunionaccess.com/cu15454.htm,,,,,(773)651-1750,yes,Credit Union,yes,address,both,local,,,,,,,-87.65422477,41.76579724,creditunionaccess.com,SE,2020-12-26
681,Silent Cooperative,2500 w Belmont,yes,60618,Chicago,,IL,USA,https://www.facebook.com/pages/Silent-Cooperative/117493831645655,,,,,(773) 935-0640,yes,Housing Coop,yes,address,both,local,,,,,,,-87.691124,41.9398684,SEWG,DC,2020-12-26
682,SkyART,3026 E. 91st St,yes,60617,Chicago,,IL,USA,http://www.skyart.org/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.55014225,41.73017906,Accelerate77,SE,2020-12-26
683,Smart Chicago,"225 North Michigan Avenue, #2200",yes,60601,Chicago,,IL,USA,http://www.smartchicagocollaborative.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62443287,41.88601645,Steve Ediger,SE,2020-12-26
659,Sol House,1500 w Cemak,yes,60608,Chicago,,IL,USA,http://chicagocoop.net/directory/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6644873,41.8527923,SEWG,DC,2020-12-26
685,Solarium/The Roost,1245 W. Jarvis,yes,60626,Chicago,,il,USA,http://www.ic.org/directory/solarium/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.66401705,42.01603039,Foundation for Intentional Community,SE,2020-12-26
686,Sophia Community,5615 S Woodlawn Ave,yes,60637,Chicago,,IL,USA,http://www.sophiacommunity.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.5964034,41.79300255,Foundation for Intentional Community,SE,2020-12-26
687,SOURCEONE CREDIT UNION,542 S DEARBORN ST # 410,yes,60605,Chicago,,IL,USA,https://chicago.source1cu.com,,,,,(312) 922-0495,yes,Credit Union,yes,address,both,local,,,,,,,-87.6294164,41.874823,SEWG,DC,2020-12-26
688,SourceOne Credit Union,542 S Dearborn St #410,yes,60605,Chicago,,IL,USA,source1cu.com,,,,,,,Credit Union,yes,address,both,local,,,,,,,-87.62931507,41.87520973,Shareable Map,SE,2020-12-26
689,SourceOne Credit Union,542 S Dearborn St Suite 410,yes,60605,Chicago,,IL,USA,http://chicago.source1cu.com/,,,,,(312)922-0495,yes,Credit Union,yes,address,both,local,,,,,,,-87.62931507,41.87520973,creditunionaccess.com,SE,2020-12-26
690,South Chicago Branch Library,9055 S. Houston Avenue,yes,60617,Chicago,,IL,USA,http://www.chipublib.org/locations/73,,,,,,,Library,yes,address,both,local,,,,,,,-87.54979739,41.73090671,data.cityofchicago.org,SE,2020-12-26
691,South Chicago Peoples Park,3257-59 E 91st St,yes,60617,Chicago,,IL,USA,,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.5445699,41.7299,SEWG,DC,2020-12-26
692,SOUTH DIVISION CREDIT UNION,9059 S Kedzie,yes,60805,Evergreen Park,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(708) 857-7070,yes,Credit Union,yes,address,both,local,,,,,,,-87.7018273,41.728375,SEWG,DC,2020-12-26
693,South East Chicago Commission,1511 E. 53rd Street,yes,60637,Chicago,,IL,USA,http://www.secc-chicago.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.58849407,41.79945901,Accelerate77,SE,2020-12-26
694,South Loop Farmers Market,1936 S. Michigan Ave.,yes,60616,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.62398518,41.85623835,City of Chicago Farmers Markets,SE,2020-12-26
695,South Loop Neighbors,47 W. Polk,yes,60605,Chicago,,IL,USA,http://www.southloopneighbors.org/Green.asp,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.63017187,41.8721772,Steve Ediger,SE,2020-12-26
696,South Merrill Community Garden,7030-34 S Merrill St,yes,60649,Chicago,,IL,USA,https://www.facebook.com/groups/301500169983305/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.567858,41.762027,Neighborspace,SE,2020-12-26
697,South Shop Federal Credit Union,3300 W 127TH,yes,60803,Blue Island,,IL,USA,https://southshopfcu.org,,,,,(708) 925-9500,yes,Credit Union,yes,address,both,local,,,,,,,-87.7026742,41.6626478,SEWG,DC,2020-12-26
698,South Shore Branch Library,2505 E. 73rd Street,yes,60649,Chicago,,IL,USA,http://www.chipublib.org/locations/74,,,,,,,Library,yes,address,both,local,,,,,,,-87.56382399,41.76256209,data.cityofchicago.org,SE,2020-12-26
684,South Shore Farmers Market Rainbow Beach Park,79th St. & South Shore Dr.,yes,60649,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.567858,41.762027,City of Chicago Farmers Markets,SE,2020-12-26
700,South Shore Mommies,,,60637,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60637/852/south-shore-mommies/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
701,South Side Community FCU,5401 S WENTWORTH AVE # 25,yes,60609,Chicago,,IL,USA,http://www.southsidecommunityfcu.org/,,,,,(773) 548-5500,yes,Credit Union,yes,address,both,local,,,,,,,-87.6290854,41.7959939,SEWG,DC,2020-12-26
702,South Side Community Federal Credit Union,5401 S Wentworth Ave Suite 25,yes,60609,Chicago,,IL,USA,http://www.southsidecommunityfcu.org/,,,,,(773)548-5500,yes,Credit Union,yes,address,both,local,,,,,,,-87.63046153,41.79623768,creditunionaccess.com,eaz,2020-12-26
703,South Side Hackerspace,1048 W 37th St,yes,60609,Chicago,,IL,USA,http://sshchicago.org/,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.65475787,41.82707396,Steve Ediger,SE,2020-12-26
704,Southeast Environmental Task Force,13300 South Baltimore Ave.,yes,60633,Chicago,,Il,USA,http://www.setaskforce.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.54723906,41.65366923,Accelerate77,SE,2020-12-26
705,Southeastern Data Coop,180 N Stetson,yes,60601,Chicago,,IL,USA,https://www.sedata.com/,,,,,(312) 233-0010,yes,Cooperative,yes,address,both,local,,,,,,,-87.6227258,41.8854342,SEWG,DC,2020-12-26
706,Southport Lowline Market,3411 N. Southport Ave.,yes,60657,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66383521,41.94373162,City of Chicago Farmers Markets,SE,2020-12-26
707,Southside Hub of Production,1448 E. 57th Street,yes,60637,Chicago,,IL,USA,https://southsidehub.wordpress.com/,,,,,,,Community Center,yes,address,both,local,,,,,,,-87.58996911,41.79160092,Shareable Map,SE,2020-12-26
708,Southwest REACH Center,2601 W.63rd St.,yes,60629,Chicago,,IL,USA,http://greatersouthwest.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6885426,41.77909763,Steve Ediger,SE,2020-12-26
699,Space Park,815 W Roscoe St,yes,60657,Chicago,,IL,USA,https://www.facebook.com/pages/Space-Park/150922214933894,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6500329,41.943348,SEWG,DC,2020-12-26
710,Spark of the Heart,1630 W. Wilson Ave,yes,60640,Chicago,,IL,USA,http://aic-chicago.org/,,,,,,,Community Center,yes,address,both,local,,,,,,,-87.66983925,41.96531679,Accelerate77,SE,2020-12-26
711,Spaulding Collective,,,60647,Chicago,,IL,USA,http://chicagocoop.net/directory/,,,,,,,Housing Coop,yes,zip code,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
709,Spudnik Press,"1821 W Hubbard St, Ste 202",yes,60622,Chicago,,IL,USA,https://www.spudnikpress.org,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.672845,41.889084,SEWG,DC,2020-12-26
713,SRB Community Spirit Garden,4935 N Central Ave,yes,60630,Chicago,,IL,USA,https://www.facebook.com/SrbCommunitySpiritGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7673944,41.9705307,SEWG,DC,2020-12-26
714,ST GREGORY PARISH CREDIT UNION,1609 W GREGORY ST,yes,60640,Chicago,,IL,USA,http://stgregorycu.org/,,,,,(773) 561-5493,yes,Credit Union,yes,address,both,local,,,,,,,-87.6702108,41.982146,SEWG,DC,2020-12-26
715,St. Elizabeth's Credit Union,50 E 41st St,yes,60653,Chicago,,IL,USA,http://creditunionaccess.com/cu65232.htm,,,,,(773)268-1518,yes,Credit Union,yes,address,both,local,,,,,,,-87.62428306,41.82022201,creditunionaccess.com,SE,2020-12-26
716,St. Gregory Parish Credit Union,1609 W Gregory St Fl 1,yes,60640,Chicago,,IL,USA,http://creditunionaccess.com/cu60680.htm,,,,,(773)561-5493,yes,Credit Union,yes,address,both,local,,,,,,,-87.67041934,41.98246376,creditunionaccess.com,SE,2020-12-26
717,St. Helena Parish Credit Union,10101 S Parnell Ave,yes,60628,Chicago,,IL,USA,http://creditunionaccess.com/cu66296.htm,,,,,(312)806-3835,yes,Credit Union,yes,address,both,local,,,,,,,-87.63677155,41.71063325,creditunionaccess.com,SE,2020-12-26
712,St. Jude Credit Union,205 W Monroe St Fl 7,yes,60606,Chicago,,IL,USA,http://creditunionaccess.com/cu65484.htm,,,,,(312)544-8213,yes,Credit Union,yes,address,both,local,,,,,,,-87.63386424,41.88056947,creditunionaccess.com,SE,2020-12-26
718,St. Mark Credit Union,8441 S Saint Lawrence Ave,yes,60619,Chicago,,IL,USA,http://creditunionaccess.com/cu61566.htm,,,,,(773)846-4433,yes,Credit Union,yes,address,both,local,,,,,,,-87.60970147,41.74098696,creditunionaccess.com,SE,2020-12-26
720,St. Martin De Porres Parish Federal Credit Union,4300 W Washington Blvd,yes,60624,Chicago,,IL,USA,http://creditunionaccess.com/cu14058.htm,,,,,(773)626-0776,yes,Credit Union,yes,address,both,local,,,,,,,-87.73307944,41.88204687,creditunionaccess.com,SE,2020-12-26
721,STARFISH LEARNING CTR,1543 W HOWARD ST,yes,60626,Chicago,,IL,USA,https://www.starfishchicago.org/,,,,,773-465-4608,yes,Social Workshop,yes,address,both,local,,,,,,,-87.6698518,42.0191394,SEWG,DC,2020-12-26
722,Stars Garden,6100 N. Lincoln Ave.,yes,60645,Chicago,,IL,USA,http://www.petersongarden.org,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71162469,41.99288921,Accelerate77,SE,2020-12-26
723,STILL POINT THEATRE COLLECTIVE,4300 N HERMITAGE AVE,yes,60613,Chicago,,IL,USA,http://stillpointtheatrecollective.org/,,,,,(773) 868-1700,yes,Arts Centre,yes,address,both,local,,,,,,,-87.6727148,41.9599418,SEWG,DC,2020-12-26
724,STOCKSY,,,,Chicago,,IL,USA,https://www.stocksy.com,,,,,,,cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
719,Stone Soup Co-Op,3549 S. Hoyne,yes,60609,Chicago,,IL,USA,stonesoupcoop.org,,,,,,,Group Home,yes,address,both,local,,,,,,,-87.67760284,41.82929531,Shareable Map,SE,2020-12-26
726,Su Casa Catholic Worker Community,5045 S Laflin St,yes,60609,Chicago,,IL,USA,http://www.sucasacw.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.66228284,41.80234087,Foundation for Intentional Community,SE,2020-12-26
727,Sugar Beet Cooperative,812 W Madison,yes,60302,Oak Park,,IL,USA,http://sugarbeetcoop.squarespace.com,,,,,,,Food Cooperative,yes,address,both,local,,,,,,,-87.79554362,41.87983456,SEWG,DC,2020-12-26
728,Sulzer Regional Branch Library,4455 N. Lincoln Avenue,yes,60625,Chicago,,IL,USA,http://www.chipublib.org/locations/38,,,,,,,Library,yes,address,both,local,,,,,,,-87.68439934,41.96242796,data.cityofchicago.org,SE,2020-12-26
729,Sweet Beginnings LLC.,3726 W. Flournoy St.,yes,60624,Chicago,,Il,USA,http://www.beelovebuzz.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.71850725,41.87262998,Accelerate77,SE,2020-12-26
730,Sweetwater Foundation,5749 S Perry Ave,yes,60621,Chicago,,IL,USA,https://www.sweetwaterfoundation.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6273832,41.789563,SEWG,DC,2020-12-26
731,Synergy Partners Credit Union,11615 S Avenue O,yes,60617,Chicago,,IL,USA,http://synergypartnerscu.org/,,,,,(773)646-3000,yes,Credit Union,yes,address,both,local,,,,,,,-87.5400376,41.68430128,creditunionaccess.com,SE,2020-12-26
732,Taylor Street Farms,944 S Ada St,yes,60607,Chicago,,IL,USA,http://taylorstreetfarm.org/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66021594,41.86988221,Neighborspace,SE,2020-12-26
733,Teamwork Englewood,815 W. 63rd Street #2,yes,60621,Chicago,,IL,USA,teamworkenglewood.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64542043,41.77965151,Accelerate77,SE,2020-12-26
734,Tenants Union of Illinois,4616 N Drake Ave,yes,60625,Chicago,,IL,USA,tenant.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.7170175,41.96502534,Shareable Map,SE,2020-12-26
735,Tenants United Hyde Park Woodlawn,,,,Chicago,,IL,USA,https://www.facebook.com/pg/tenantsunited1/about/,,,,,,,Social Workshop,yes,address,directory,local,,,,,,,,,Tenants United,SE,2020-12-26
736,The Albany Consensus,2425 N Albany,yes,60612,Chicago,,IL,USA,http://albanyconsensus.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.70478484,41.9254372,Foundation for Intentional Community,SE,2020-12-26
737,The Back of the Yards Neighborhood Council,1751 W 47th Street,yes,60609,Chicago,,IL,USA,bync.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.66897174,41.80847483,Shareable Map,SE,2020-12-26
738,The Back Office Cooperative,"333 South Wabash Ave, Suite 2750",yes,60603,Chicago,,IL,USA,http://www.thebackofficecoop.org/,,,,,,,Workers Collective,yes,address,both,local,,,,,,,-87.62598565,41.87782969,Shareable Map,SE,2020-12-26
725,The Community of the Holy Trinity,3748 W EastWood Ave #2,yes,60660,Chicago,,IL,USA,https://www.facebook.com/Community-of-the-Holy-Trinity-178817609238/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.722613,41.965844,SEWG,DC,2020-12-26
740,The Couch Co-op LLC,"4809 N Saint Louis Ave, Apt 1",yes,60625,Chicago,Cook,IL,USA,http://couch.coop,,,,,,,,check,,,,,,,,,,-87.715545,41.968709,dotcoop,SE,2020-12-26
741,The Dancers Resource,8 South Michigan Avenue #2700,yes,60603,Chicago,,IL,USA,https://actorsfund.org/services-and-programs/dancers-resource,,,,,312.372.0989,yes,Social Workshop,yes,address,both,local,,,,,,,,,SEWG,DC,2020-12-26
742,The Field Museum,1400 Lake Shore Dr,yes,60605,Chicago,,IL,USA,fieldmuseum.org,,,,,,,museum,yes,address,both,local,,,,,,,-87.61919927,41.86475699,Accelerate77,SE,2020-12-26
743,The Greater Englewood Comm. Dev. Corp.,815 W 63rd Street,yes,60621,Chicago,,IL,USA,http://greaterenglewoodcdc.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64542043,41.77965151,Steve Ediger,SE,2020-12-26
744,The Green Chicago Restaurant Coalition,"30 E Wacker Dr, #1200",yes,60601,Chicago,,IL,USA,http://www.greenchicago.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.6263107,41.88691547,Accelerate77,SE,2020-12-26
745,The Green Exchange,2545 W Diversey Ave #213,yes,60647,Chicago,,IL,USA,http://www.greenexchange.com/,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.69181978,41.93204687,Shareable Map,SE,2020-12-26
746,The HUB Housing Cooperative,2358 S Marshall Blvd,yes,60623,Chicago,,IL,USA,https://www.facebook.com/HUBHousingCooperative,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.69909534,41.84898579,Foundation for Intentional Community,SE,2020-12-26
747,The Imaginal Cell,Pulaski & North,,60647,Chicago,,IL,USA,http://imaginalcellchicago.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.7271788,41.9391102,SEWG,DC,2020-12-26
748,The Kola Nut Collaborative,2141 E. 97th Street,no,60617,Chicago,Cook,IL,USA,http://kolanutcollab.coop,,,,,,,Talent and Time Barter,yes,zip code,both,local,,,,,,,-87.572387,41.7186758,dotcoop,SE,2020-12-26
749,The Plant Chicago,1400 W 46th St,yes,60609,Chicago,,IL,USA,http://www.plantchicago.com/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.66029162,41.81058176,Shareable Map,SE,2020-12-26
750,The Recyclery Collective,7628 N Paulina St,yes,60626,Chicago,,IL,USA,therecyclery.org,,,,,773-262-5900,yes,Bicycle Store,yes,address,both,local,,,,,,,-87.67318087,42.01990194,Shareable Map,SE,2020-12-26
751,The Renaissance Collaborative (TRC),3757 S. Wabash Avenue,yes,60653,Chicago,,IL,USA,www.trcwabash.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62476668,41.82614039,Accelerate77,SE,2020-12-26
752,The Resurrection Project,1818 S. Paulina Ave,yes,60608,Chicago,,IL,USA,http://www.resurrectionproject.org/About-Us/index.html,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.66873171,41.85741502,Accelerate77,SE,2020-12-26
739,The Riverbank Neighbors,2546 W. Hutchinson Street,yes,60618,Chicago,,IL,USA,http://www.riverbankneighbors.org/index.htm,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.69283514,41.95864291,Accelerate77,SE,2020-12-26
755,The Seminary Co-op Bookstores,5751 S Woodlawn Ave,yes,60637,Chicago,,IL,USA,semcoop.com,,,,,(773) 752-4381,yes,book store,yes,address,both,local,,,,,,,-87.59634508,41.79051861,Shareable Map,SE,2020-12-26
756,The Toolbox for Education and Social Action,825 Lathrop Ave,no,60130,Forest Park,Cook,IL,USA,http://cultivate.coop,,,,,,,,check,,,,,,,,,,-87.81447,41.871227,dotcoop,SE,2020-12-26
