name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
Covenantal Community of University Church,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Cumberland Green Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Gary Comer Youth Center,7200 S. Ingleside Avenue,60619,Chicago,IL,"Chicago, IL 60619",USA,Social Workshop,yes,http://www.gcychome.org/,,,,,,,,,,,,,,-87.60195308,41.76410314,Accelerate77,SE,,,,,,
Drexel House,6115 S Drexel Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,http://www.ic.org/directory/drexel-house/,,,,,,,,,,,,,,-87.60428513,41.78359478,Fellowship of Intentional Communities,SE,,,,,,
Gender Just,,,Chicago,IL,"Chicago, IL",USA,social Workshop,check,http://genderjust.wixsite.com/genderjust,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
George & Seeley Community Garden,2025 W. George St.,60618,Chicago,IL,"Chicago, IL 60618",USA,Community Garden,yes,https://www.facebook.com/George-Seeley-Community-Garden-210489818978267/,,,,,,,,,,,,,,-87.67879224,41.93401181,Accelerate77,SE,,,,,,
Ginkgo Organic Gardens,4055-59 N Kenmore Ave,60613,Chicago,IL,"Chicago, IL 60613",USA,Community Garden,yes,http://www.ginkgogardens.org/?refreshed,,,,,,,,,,,,,,-87.66121,41.955735,Neighborspace,SE,,,,,,
Glenwood Sunday Market,1448 W. Morse Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Farmers Market,yes,www.glenwoodsundaymarket.org,,,,,,,,,,,,,,-87.66698614,42.00797809,Accelerate77,SE,,,,,,
Glenwood Sunday Market,6950 N. Glenwood Ave.,60626,Chicago,IL,"Chicago, IL 60626",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66627348,42.00812778,City of Chicago Farmers Markets,SE,,,,,,
Global Garden Refugee Training Farm,2951 W. Lawrence,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,https://www.facebook.com/Global-Garden-Refugee-Training-Farm-512136075471854/,,,,,,,,,,,,,,-87.70291957,41.96840948,Accelerate77,SE,,,,,,
Grassroots Ecology,Rogers Park,,Chicago,IL,"Chicago, IL",USA,Social Workshop,no,https://www.grassrootsecology.org/,,,,,,,,,,,,,,-87.6695529,42.010636,SEWG,DC,,,,,,
Good Shepherd Credit Union,5700 S Prairie Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Credit Union,yes,http://creditunionaccess.com/cu81117.htm,,,,,,,,,,,(773)684-6561,,,-87.61921978,41.79110957,creditunionaccess.com,SE,,,,,,
Grant Park Conservancy,330 S. Michigan Ave #1505,60604,Chicago,IL,"Chicago, IL 60604",USA,Association Office,yes,www.grantparkconservancy.com,,,,,,,,,,,,,,-87.62432905,41.87788251,Accelerate77,SE,,,,,,
Greater Auburn Gresham Dev. Corp.,1120 West 79th Street,60620,Chicago,Il,"Chicago, Il 60620",USA,Association Office,yes,https://www.gagdc.org,,,,,,,,,,,,,,-87.65217323,41.75060872,Accelerate77,SE,,,,,,
Greater Englewood Com. Dev. Corp.,945 W. 69th St,60621,Chicago,IL,"Chicago, IL 60621",USA,Association Office,yes,http://greaterenglewoodcdc.org/; http://www.facebook.com/pages/Greater-Englewood-CDC/340880019277783,,,,,,,,,,,,,,-87.64840148,41.7686897,Accelerate77,SE,,,,,,
Greater Grand Crossing Branch Library,1000 E. 73rd Street,60619,Chicago,IL,"Chicago, IL 60619",USA,Library,yes,http://www.chipublib.org/locations/172/,,,,,,,,,,,,,,-87.60054942,41.76237519,Accelerate77,SE,,,,,,
Greater Independence Park Neighborhood Assoc.,3945 N. Springfield Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Association Office,yes,http://gipna.org/,,,,,,,,,,,,,,-87.72507872,41.95267581,Accelerate77,SE,,,,,,
Greater Institutional A.M.E. Church Credit Union,7800 S Indiana Ave,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu65433.htm,,,,,,,,,,,(773)873-0880,,,-87.61989981,41.75284578,creditunionaccess.com,SE,,,,,,
Greater Lawndale Heritage,109 S. Lawndale Ave.,60623,Chicago,IL,"Chicago, IL 60623",USA,Association Office,yes,http://nlgreeningcommittee.org/,,,,,,,,,,,,,,-87.71724,41.846636,Accelerate77,SE,,,,,,
Greater Southwest Development Corporation,2601 West 63rd Street,60629,Chicago,IL,"Chicago, IL 60629",USA,Association Office,yes,http://www.greatersouthwest.org/,,,,,,,,,,,,,,-87.6885426,41.77909763,Accelerate77,SE,,,,,,
Green Chicago Restaurant Coalition,4554 N Springfield Ave,60625,Chicago,IL,"Chicago, IL 60625",USA,Resturaunt,yes,http://www.greenchicago.org/#an-environmental-conservation-nonprofit,,,,,,,,,,,,,,-87.72555054,41.96382073,Shareable Map,SE,,,,,,
Green City Market,1800 N. Clark St.,60614,Chicago,IL,"Chicago, IL 60614",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.63398077,41.9148328,City of Chicago Farmers Markets,SE,,,,,,
Green City Market,2613 W. Lawrence Avenue,60625,Chicago,IL,"Chicago, IL 60625",USA,Farmers Market,yes,www.greencitymarket.org,,,,,,,,,,,,,,-87.69432489,41.96847627,Accelerate77,SE,,,,,,
Green City Market – West Loop,211 S. Peoria St.,60607,Chicago,IL,"Chicago, IL 60607",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.64952377,41.87904717,City of Chicago Farmers Markets,SE,,,,,,
Green Grocer,1402 W. Grand Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,greengrocer,yes,http://www.greengrocerchicago.com,,,,,,,,,,,,,,-87.66238859,41.89111651,Accelerate77,SE,,,,,,
GreenHouse Garden,1100 N Wood St,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/tomandwood,,,,,,,,,,,,,,-87.6725401,41.9015248,SEWG,DC,,,,,,
Growing Home Inc.,2732 North Clark Street #310,60614,Chicago,Il,"Chicago, Il 60614",USA,Social Workshop,yes,http://growinghomeinc.org/,,,,,,,,,,,,,,-87.6447783,41.9320304,Accelerate77,SE,,,,,,
Growing Power,3333 S Iron St,60608,Chicago,IL,"Chicago, IL 60608",USA,Farm,yes,www.growingpower.org,,,,,,,,,,,,,,-87.66195179,41.83381393,Shareable Map,SE,,,,,,
Growing Power- Iron Street Farm,3333 S. Iron St,60608,Chicago,IL,"Chicago, IL 60608",USA,Farm,yes,http://www.ironstreetfarm.com/,,,,,,,,,,,,,,-87.66195179,41.83381393,Accelerate77,SE,,,,,,
Hall Branch Library,4801 S. Michigan Avenue,60615,Chicago,IL,"Chicago, IL 60615",USA,Library,yes,http://www.chipublib.org/locations/33,,,,,,,,,,,,,,-87.62269677,41.80745903,data.cityofchicago.org,SE,,,,,,
Harold Washington Cultural Center,4701 S. Martin Luther King Drive,60653,Chicago,IL,"Chicago, IL 60653",USA,Arts Centre,yes,http://www.broadwayinbronzeville.com/about/,,,,,,,,,,,,,,-87.612036,41.820185,Accelerate77,SE,,,,,,
Emma Goldman Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Freedom Road Co-op,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Harold Washington Library Center Main Library,400 S. State Street,60605,Chicago,IL,"Chicago, IL 60605",USA,Library,yes,http://wwwchipublib.org/locations/15,,,,,,,,,,,,,,-87.62774182,41.87692111,data.cityofchicago.org,SE,,,,,,
HAYMAKER GYM,656 W Barry Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Community Center,yes,https://www.facebook.com/haymakerchi/,,,,,,,,,,,,,,-87.6465763,41.9381887,SEWG,DC,,,,,,
Healthy Food Hub at South Shore Good Foods Market,2423 E. 75th St.,60649,Chicago,IL,"Chicago, IL 60649",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.56549482,41.75890786,City of Chicago Farmers Markets,SE,,,,,,
Heartland Housing Inc,208 S La Salle St # 1818,60604,Chicago,IL,"Chicago, IL 60604",USA,assisted living place,yes,http://www.heartlandhousing.org/,,,,,,,,,,,,,,-87.63237426,41.87913914,Shareable Map,SE,,,,,,
HEITMAN PROPERTIES,191 N WACKER DR # 2500,,Chicago,IL,"Chicago, IL",USA,,no,https://www.heitman.com,,,,,,,,,,,312.855.5700,,,-87.6366064,41.8854097,SEWG,DC,,,,,,
Genesis Cooperative,7019 S Merrill,60649,Chicago,IL,"Chicago, IL 60649",USA,Housing Coop,yes,https://www.facebook.com/GenesisChicago,,,,,,,,,,,,,,-87.57258266,41.76768025,Fellowship of Intentional Communities,SE,,,,,,
Hegewisch Branch Library,3048 130th Street,60633,Chicago,Il,"Chicago, Il 60633",USA,Library,yes,http://www.chipublib.org/locations/95/,,,,,,,,,,,,,,-87.54921803,41.65925778,Accelerate77,SE,,,,,,
Hermitage Street Community Garden,5643 S Hermitage Ave,60636,Chicago,IL,"Chicago, IL 60636",USA,Community Garden,yes,https://www.facebook.com/hermitagecommunitygardens/photos/a.206669536350867.1073741828.205890549762099/216563425361478/?type=3&theater,,,,,,,,,,,,,,-87.66807493,41.79138817,Neighborspace,SE,,,,,,
Genesis Cooperative Housing,7019 South Merrill Avenue,60649,Chicago,IL,"Chicago, IL 60649",USA,Housing Coop,yes,https://www.facebook.com/GenesisChicago,,,,,,,,,,,,,,-87.57258266,41.76768025,Shareable Map,SE,,,,,,
Genesis II Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Hermosa Neighborhood Association,4300 West North Avenue,60639,Chicago,IL,"Chicago, IL 60639",USA,Association Office,yes,https://www.facebook.com/ourhermosa?fref=ts,,,,,,,,,,,,,,-87.73389217,41.90993781,Accelerate77,SE,,,,,,
HighSight,315 W Walton St,60610,Chicago,IL,"Chicago, IL 60610",USA,School,yes,highsight.org,,,,,,,,,,,,,,-87.63647347,41.89964286,Shareable Map,SE,,,,,,
Historic Pullman Beekeepers,10341 S Prospect Ave,60643,Chicago,Il,"Chicago, Il 60643",USA,beekeeper,yes,https://www.facebook.com/groups/171705946209846/,,,,,,,,,,,,,,-87.66195472,41.70542685,Accelerate77,,,,,,,
Hive Chicago,"18 S Michigan Ave, Floor 12",60603,Chicago,IL,"Chicago, IL 60603",USA,Social Workshop,yes,http://hivechicago.org,,,,,,,,,,,,,,-87.6243817,41.88189519,Steve Ediger,SE,,,,,,
Honore Street Farm,5830 S. Honore Street,60636,Chicago,IL,"Chicago, IL 60636",USA,Farm,yes,http://growinghomeinc.org/,,,,,,,,,,,,,,-87.67057406,41.78756347,Steve Ediger,SE,,,,,,
Hope Organization,6921 S. Halsted Street,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,http://hopeorgchi.com/,,,,,,,,,,,,,,-87.64440666,41.76846292,Accelerate77,SE,,,,,,
Horner Park Farmers Market,2741 W. Montrose Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.69762836,41.96116404,City of Chicago Farmers Markets,SE,,,,,,
House of Chloe,10701 S. Champlain Ave.,60628,Chicago,Il,"Chicago, Il 60628",USA,Social Workshop,yes,http://thehouseofchloeinc.org/,,,,,,,,,,,,,,-87.60727029,41.7000751,Accelerate77,SE,,,,,,
Howard Area Community Garden,7735 N Hermitage Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Community Garden,yes,https://www.facebook.com/hacgarden/,,,,,,,,,,,,,,-87.67415581,42.02188361,Accelerate77,SE,,,,,,
Hoxie Prairie Garden,10549 S. Hoxie Ave.,60617,Chicago,IL,"Chicago, IL 60617",USA,Community Garden,yes,https://www.facebook.com/Hoxie-prairie-gardens-307176966486372,,,,,,,,,,,,,,-87.56072557,41.70323081,Accelerate77,,,,,,,
Humble Parquito Community Garden,1621 N Humboldt Blvd,60647,Chicago,IL,"Chicago, IL 60647",USA,Community Garden,yes,https://www.facebook.com/humble.parquito,,,,,,,,,,,,,,-87.70144227,41.91068628,Neighborspace,SE,,,,,,
Humboldt Park Branch Library,1605 N. Troy Street,60647,Chicago,IL,"Chicago, IL 60647",USA,Library,yes,http://www.chipublib.org/locations/39,,,,,,,,,,,,,,-87.70558221,41.91064652,data.cityofchicago.org,SE,,,,,,
Hyde Park Art Center,5020 S. Cornell Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Arts Centre,yes,https://www.facebook.com/HydeParkArtCenter,,,,,,,,,,,,,,-87.58656691,41.80415615,Accelerate77,SE,,,,,,
Hyde Park Farmers Market,1704 E 53rd St,60615,Chicago,IL,"Chicago, IL 60615",USA,Farmers Market,yes,https://www.facebook.com/hydeparkchicagofarmersmarket/,,,,,,,,,,,,,,-87.58376978,41.79971612,Accelerate77,SE,,,,,,
Hyde Park Farmers Market,53rd St. & Harper Ct.,60615,Chicago,IL,"Chicago, IL 60615",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.604568,41.800635,City of Chicago Farmers Markets,SE,,,,,,
Hyde Park Garden Fair,1525 E 53rd St #907,60615,Chicago,IL,"Chicago, IL 60615",USA,Community Garden,yes,http://www.hydeparkgardenfair.org/headerpages/projects.html,,,,,,,,,,,,,,-87.58776898,41.79946811,Neighborspace,SE,,,,,,
ILLINOIS NETWORK CHARTER SCHLS,150 N MICHIGAN AVE # 430,60601,Chicago,IL,"Chicago, IL 60601",USA,,no,https://www.incschools.org/,,,,,,,,,,,(312) 629-2063,,,-87.6248397,41.8848176,SEWG,DC,,,,,,
Hyde Park Neighborhood Club,5480 S. Kenwood Avenue,60615,Chicago,IL,"Chicago, IL 60615",USA,Association Office,yes,http://hpnclub.org/,,,,,,,,,,,,,,-87.59360367,41.79559898,Accelerate77,SE,,,,,,
Illinois Caucus for Adolescent Health,"719 S. State St., Floor 4",60605,Chicago,IL,"Chicago, IL 60605",USA,Social Workshop,yes,https://www.icah.org,,,,,,,,,,,,,,-87.627192,41.8726226,SEWG,DC,,,,,,
Illinois Worker Cooperative Alliance,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,https://www.workerscooperativesalliance.org/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Imagine Englewood If (IEi),730 W. 69th Street,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,www.imagineenglewoodif.org,,,,,,,,,,,,,,-87.64301322,41.76895202,Accelerate77,SE,,,,,,
Independence Park,"Triangle bounded by N Parkview, W Waveland, N Monticello",,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,0,0,SEWG,DC,,,,,,
IMAN Fresh Beats and Eats Farmers Market,2744 W. 63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.69243282,41.77921984,City of Chicago Farmers Markets,SE,,,,,,
Independence Branch Library,3548 W. Irving Park Road,60618,Chicago,IL,"Chicago, IL 60618",USA,Library,yes,http://www.chipublib.org/locations/41,,,,,,,,,,,,,,-87.71691762,41.95389289,data.cityofchicago.org,SE,,,,,,
Industrial Workers of the World,2036 W Montrose Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,union,yes,iww.org,,,,,,,,,,,,,,-87.6804917,41.96152731,Shareable Map,SE,,,,,,
Inner-City Muslim Action Network (IMAN),2744 W. 63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Social Workshop,yes,www.imancentral.org,,,,,,,,,,,,,,-87.69243282,41.77921984,Accelerate77,SE,,,,,,
INNERVATION DANCE CO-OP,"6147 N. Sheridan Rd, 11B",60660,Chicago,IL,"Chicago, IL 60660",USA,Arts Centre,yes,http://www.innervationdance.org,,,,,,,,,,,773.450.0910,,,-87.6551152,41.9935886,SEWG,DC,,,,,,
Institute for Cooperative Economics and Economic Innovation,,,Chicago,IL,"Chicago, IL",USA,,no,https://www.blue1647.com/cooperative-economics,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Inspiration Kitchen of Garfield Park,3504 W. Lake St,60624,Chicago,IL,"Chicago, IL 60624",USA,Resturaunt,yes,http://www.inspirationkitchens.org,,,,,,,,,,,,,,-87.7136675,41.88487325,Accelerate77,SE,,,,,,
Institue of Cultural Affairs,4750 N. Sheridan Rd,60640,Chicago,Il,"Chicago, Il 60640",USA,Social Workshop,yes,http://www.ica-usa.org/?page=buildinginfo,,,,,,,,,,,,,,-87.65490013,41.96819205,Accelerate77,SE,,,,,,
Institute of Puerto Rican Arts and Culture,3015 W. Division St.,60622,Chicago,Il,"Chicago, Il 60622",USA,museum,yes,www.IPRAC.ORG,,,,,,,,,,,,,,-87.7022882,41.90278658,Accelerate77,SE,,,,,,
Interfaith Committee for Detained Immigrants,10024 S. Central Park Ave,60655,Chicago,IL,"Chicago, IL 60655",USA,social Workshop,yes,https://www.icdichicago.org,,,,,,,,,,,,,,-87.7120661,41.7107695,SEWG,DC,,,,,,
Invisible Institute,6100 S. Blackstone Ave.,60637,Chicago,Il,"Chicago, Il 60637",USA,media,yes,https://invisible.institute/,,,,,,,,,,,,,,-87.59038586,41.78388065,Darryl Holliday,SE,,,,,,
ISBA MUTUAL INSURANCE CO,223 W OHIO ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(800) 473-4722,,,-87.6350836,41.8921425,SEWG,DC,,,,,,
IRAQI MUTUAL AID SOCIETY,2600 W PETERSON AVE # 100,60660,Chicago,IL,"Chicago, IL 60660",USA,Social Workshop,yes,http://www.iraqimutualaid.org/,,,,,,,,,,,(773) 409-4597,,,-87.6947388,41.9907381,SEWG,DC,,,,,,
ISMIE MUTUAL INSURANCE CO,20 N MICHIGAN AVE # 700,,Chicago,IL,"Chicago, IL",USA,,no,https://www.ismie.com/home/,,,,,,,,,,,(800) 782-4767,,,-87.6249409,41.8826538,SEWG,DC,,,,,,
Irving Park Community Food Pantry,3801 N. Keeler Avenue,60641,Chicago,IL,"Chicago, IL 60641",USA,food bank,yes,http://www.irvingparkfoodpantry.com/,,,,,,,,,,,,,,-87.73227726,41.94998379,Accelerate77,SE,,,,,,
ISKCON-CHICAGO,1716 W LUNT AVE,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,http://iskconchicago.com/,,,,,,,,,,,773 973 0900,,,-87.6730229,42.0093219,SEWG,DC,,,,,,
Israel Methcomm Federal Credit Union,7620 S Cottage Grove Ave,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu15673.htm,,,,,,,,,,,(773)483-1131,,,-87.60542471,41.75637773,creditunionaccess.com,eaz,,,,,,
Gill Park Cooperative,810 w Grace,60613,Chicago,IL,"Chicago, IL 60613",USA,Housing Coop,yes,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.6501183,41.951378,SEWG,DC,,,,,,
IWW,PO Box 180195,60618,Chicago,IL,"Chicago, IL 60618",USA,union,check,iww.org,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
JANNEY MONTGOMERY SCOTT,30 S WACKER DR # 1760,,Chicago,IL,"Chicago, IL",USA,,no,https://www.janney.com/,,,,,,,,,,,(312) 705-4205,,,-87.6373976,41.8808789,SEWG,DC,,,,,,
Jackson Park Urban Farm,1601 E Marquette,60637,Chicago,IL,"Chicago, IL 60637",USA,Farm,yes,http://www.growingpower.org/education/chicago-farms-and-projects/,,,,,,,,,,,,,,-87.58630466,41.77508697,Accelerate77,SE,,,,,,
Jane Addams Hull-House Museum,800 S Halsted St,60607,Chicago,IL,"Chicago, IL 60607",USA,museum,yes,http://www.uic.edu/jaddams/hull/hull_house,,,,,,,,,,,,,,-87.64721599,41.87113682,Shareable Map,SE,,,,,,
JAPANESE MUTUAL AID SOCIETY,2249 W BERWYN AVE,60625,Chicago,IL,"Chicago, IL 60625",USA,Social Workshop,yes,http://jmaschicago.org/,,,,,,,,,,,773-907-3002,,,-87.6862529,41.9775354,SEWG,DC,,,,,,
Jardincito,2300 S Whipple St,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,https://www.facebook.com/Jardincito-Little-Village-Nature-Play-Garden-392331197541734/,,,,,,,,,,,,,,-87.70161908,41.84998799,Neighborspace,SE,,,,,,
Jarvis Migratory Bird Sanctuary,3550 N Lake Shore Dr,60613,Chicago,IL,"Chicago, IL 60613",USA,Open Space,yes,www.jarvissanctuary.org,,,,,,,,,,,,,,-87.66121,41.955735,Accelerate77,SE,,,,,,
Jefferson Park Babysitting Coop,,60646,Chicago,IL,"Chicago, IL 60646",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60646/1063/jefferson-park-co-op/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Jefferson Park Branch Library,5363 W. Lawrence Avenue,60630,Chicago,IL,"Chicago, IL 60630",USA,Library,yes,http://www.chipublib.org/locations/37,,,,,,,,,,,,,,-87.76143838,41.96750928,data.cityofchicago.org,SE,,,,,,
Jefferson Park Farmers Market,4800 N. Long Ave.,60630,Chicago,IL,"Chicago, IL 60630",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.76273465,41.96769849,City of Chicago Farmers Markets,SE,,,,,,
Jelly Bean Garden,2125 W Adams St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.680097,41.878445,SEWG,DC,,,,,,
Ginger Ridge MHA,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
GreenRise Intentional Community,4750 N Sheridan Rd,60640,Chicago,IL,"Chicago, IL 60640",USA,Housing Coop,yes,https://www.ica-usa.org/community.html,,,,,,,,,,,,,,-87.65490013,41.96819205,Fellowship of Intentional Communities,SE,,,,,,
Jefferson Park Neighborhood Association,5320 W. GiddingsP.O. Box 30072,60630,Chicago,IL,"Chicago, IL 60630",USA,Association Office,yes,http://www.jpna.net/,,,,,,,,,,,,,,-87.76044886,41.96644557,Accelerate77,SE,,,,,,
Joe-Ella Williams Memorial Garden,3817-19 W Flournoy St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7211109,41.872344,SEWG,DC,,,,,,
Jeffery Manor Branch Library,2401 E. 100th Street,60617,Chicago,IL,"Chicago, IL 60617",USA,Library,yes,http://www.chipublib.org/locations/43,,,,,,,,,,,,,,-87.5657762,41.71341922,data.cityofchicago.org,SE,,,,,,
Jobs With Justice,333 S Ashland Ave,60607,Chicago,IL,"Chicago, IL 60607",USA,Social Workshop,yes,chicagojwj.org,,,,,,,,,,,,,,-87.66668173,41.87725324,Shareable Map,SE,,,,,,
Jose Obrero Mission,1856 S. Loomis St,60608,Chicago,IL,"Chicago, IL 60608",USA,Social Workshop,yes,www.sjom.org,,,,,,,,,,,,,,-87.66137486,41.85663293,Accelerate77,SE,,,,,,
Just Design Coop,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,http://justdesign.coop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
JUSTICE FEDERAL CREDIT UNION,2111 W ROOSEVELT RD,60608,Chicago,IL,"Chicago, IL 60608",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-968-23.html,,,,,,,,,,,(800) 550-5328,,,-87.6799176,41.865508,SEWG,DC,,,,,,
KeHoMaCoCo Garden,313 S Richmond,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6996685,41.8769749,SEWG,DC,,,,,,
KAN-WIN,,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,check,http://www.kanwin.org/services/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
KAPLAN LAW FIRM,,,Chicago,IL,"Chicago, IL",USA,Cooperative,check,http://www.sarahkaplanlaw.com/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Kil-Parker Garden,4646 W Parker Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7435751,41.9305597,SEWG,DC,,,,,,
Kelly Branch Library,6151 S. Normal Boulevard,60621,Chicago,IL,"Chicago, IL 60621",USA,Library,yes,http://www.chipublib.org/locations/44,,,,,,,,,,,,,,-87.63745283,41.78236272,data.cityofchicago.org,SE,,,,,,
Kiddie College Babysitting Coop,,60605,Chicago,IL,"Chicago, IL 60605",USA,Cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60605/1290/kiddie-college-babysitting-coop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
King Branch Library,3436 S. King Drive,60616,Chicago,IL,"Chicago, IL 60616",USA,Library,yes,http://www.chipublib.org/locations/45,,,,,,,,,,,,,,-87.61706981,41.83209027,data.cityofchicago.org,SE,,,,,,
Harold Washington Unity Cooperative,636 n Albany,60612,Chicago,IL,"Chicago, IL 60612",USA,Housing Coop,yes,http://www.bickerdike.org/index.php/bickerdike-apartments/our-properties/harold-washington-unity-coop,,,,,,,,,,,,,,-87.7043489,41.893113,SEWG,DC,,,,,,
KLEO Community Family Life Center,119 E. Garfield Blvd,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,yes,thekleocenter.org/,,,,,,,,,,,,,,-87.62215007,41.79429163,Accelerate77,SE,,,,,,
Knowledge Hook-up,3457 East 106th street,60617,Chicago,Il,"Chicago, Il 60617",USA,School,yes,http://www.knowledgehookup.org/,,,,,,,,,,,,,,-87.53951225,41.70266093,Accelerate77,SE,,,,,,
Harper Square Housing Co-Op,4800 S Lake Park Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,http://www.realtymortgageco.com/find-apartment/neighborhoods/south-shore-harper-square-cooperative/,,,,,,,,,,,,,,-87.59071673,41.80802304,Shareable Map,SE,,,,,,
Kola Nut Collaborative,2423 E 75th St,60649,Chicago,IL,"Chicago , IL 60649",USA,Talent and Time Barter,yes,https://kolanutcollab.org/,,,,,,,,,,,,,,-87.56549482,41.75890786,Steve Ediger,SE,,,,,,
Hermitage Manor Co-Op,1717 W Lake St,60612,Chicago,IL,"Chicago, IL 60612",USA,Housing Coop,yes,https://www.facebook.com/pages/Hermitage-Manor-Co-Operative/160077417346088,,,,,,,,,,,,,,-87.66937959,41.885238,Shareable Map,SE,,,,,,
LAKESHORE CREDIT UNION,233 E WACKER DR # 8,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 819-8063,,,-87.6212218,41.8876127,SEWG,DC,,,,,,
La Casa Norte,3533 W. North Avenue,60647,Chicago,Il,"Chicago, Il 60647",USA,Social Workshop,yes,http://www.lacasanorte.org,,,,,,,,,,,,,,-87.71474017,41.90998956,Accelerate77,SE,,,,,,
