ID,name,address,zipcode,city,st,citystzip,country,type,Include,website,contact_fkey,hours,tags,desc_english,lang_other,desc_lang_other,image_fkey,image_licsense,image_credit,email,ismailpub,phone_private,phone_public,lon,lat,temp_lon,temp_lat,Source,Completed by,organic,fair-trade,coop,coop_type
678,Pumping Station: One,3519 N Elston Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Hackerspace,yes,pumpingstationone.org,,,,,,,,,,,,,,-87.70655422,41.94516877,#ERROR!,#ERROR!,Shareable Map,SE,,,,
679,Qumbya -- Blackstone House,5225 South Blackstone Avenue,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://www.nasco.coop/membership/directory,,,,,,,,,,,,,,-87.5901392,41.8002435,#ERROR!,#ERROR!,SEWG,DC,,,,
680,"Qumbya Co-op, Concord House",5225 S Blackstone Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.59037528,41.80063169,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
681,"Qumbya Coop, Bowers House",5130 S University Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.59832505,41.80190289,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
682,Qumbya Haymarket House,5405 Ridgewood Ct,60615,chicago,IL,"chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.59252249,41.79792998,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
684,Qumbya: Bowers House,52nd & University,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.5987133,41.7886079,#ERROR!,#ERROR!,SEWG,DC,,,,
685,Qumbya: Concord House,53rd & Blackstone,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.5904508,41.7995027,#ERROR!,#ERROR!,SEWG,DC,,,,
686,Qumbya: Haymarket House,54th & Ridgewood,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.5926051,41.7980215,#ERROR!,#ERROR!,SEWG,DC,,,,
687,Qumbya: Wells House,41st & Michigan,60653,Chicago,IL,"Chicago, IL 60653",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.623125,41.8201331,#ERROR!,#ERROR!,SEWG,DC,,,,
689,Racine Courts Cooperative,10759 s racine,60643,Chicago,IL,"Chicago, IL 60643",USA,Housing Coop,yes,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.6520436,41.6978747,#ERROR!,#ERROR!,SEWG,DC,,,,
690,Ravenswood Community Services,4550 N Hermitage St.,60640,Chicago,IL,"Chicago, IL 60640",USA,Social Workshop,yes,http://www.ravenswoodcommunityservices.org,,,,,,,,,,,,,,-87.67257748,41.96429653,#ERROR!,#ERROR!,Accelerate77,SE,,,,
691,Ravenswood Farmers Market,4900 N. Damen Ave.,60625,Chicago,IL,"Chicago, IL 60625",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.67932927,41.9705804,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
692,Read/Write Library,914 N California Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Library,yes,http://readwritelibrary.org/,,,,,,,,,,,,,,-87.69685063,41.89799753,#ERROR!,#ERROR!,Shareable Map,SE,,,,
693,Reason to Give,2701 W. Thomas St.,60622,Chicago,IL,"Chicago, IL 60622",USA,School,yes,http://reasontogive.com/,,,,,,,,,,,,,,-87.69438173,41.90103884,#ERROR!,#ERROR!,Accelerate77,SE,,,,
694,Reba Place Fellowship,737 B Reba Place,60202,Evanston,IL,"Evanston, IL 60202",USA,Housing Coop,yes,http://www.rebaplacefellowship.org/,,,,,,,,,,,,,,-87.68103768,42.02990956,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
695,Rebuilding Exchange,1740 W. Webster Ave,60614,Chicago,Il,"Chicago, Il 60614",USA,Second Hand Shop,yes,www.rebuildingexchange.org,,,,,,,,,,,,,,-87.6714143,41.92159193,#ERROR!,#ERROR!,Accelerate77,SE,,,,
697,Refugee Sewing Coop,,60640,Chicago,IL,"Chicago, IL 60640",USA,cooperative,no,,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
698,REI,905 West Eastman St,60642,Chicago,IL,"Chicago, IL 60642",USA,cooperative,yes,https://www.rei.com/,,,,,,,,,,,,,312.951.6020,,,#ERROR!,#ERROR!,SEWG,DC,,,,
699,Resource Center - Creative Reuse Warehouse,222 East 135th Place,60827,Chicago,Il,"Chicago, Il 60827",USA,Second Hand Shop,yes,http://www.resourcecenterchicago.org/,,,,,,,,,,,,,,-87.61670224,41.648931,#ERROR!,#ERROR!,Accelerate77,SE,,,,
700,Resurrection Lutheran Federal Credit Union,9349 S Wentworth Ave,60620,Chicago,IL,"Chicago, IL 60620",USA,Credit Union,yes,http://creditunionaccess.com/cu15240.htm,,,,,,,,,,,,,(773)995-6441,-87.655494,41.742065,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
701,Riverbank Neighbors,"411 S. Wells Street, #800",60607,Chicago,IL,"Chicago, IL 60607",USA,Association Office,yes,www.Riverbankneighbors.org,,,,,,,,,,,,,,-87.63360029,41.87672746,#ERROR!,#ERROR!,Accelerate77,SE,,,,
702,Roden Branch Library,6083 N. Northwest Highway,60631,Chicago,IL,"Chicago, IL 60631",USA,Library,yes,http://www.chipublib.org/locations/100,,,,,,,,,,,,,,-87.79825766,41.99199224,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
703,Rodeo Garden,2801 S. Washtenaw Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,http://www.chicagobotanic.org/urbanagriculture/apprenticeship/farms,,,,,,,,,,,,,,-87.69170475,41.84465661,#ERROR!,#ERROR!,Accelerate77,SE,,,,
704,Rogers Park Branch Library,6907 N. Clark Street,60626,Chicago,IL,"Chicago, IL 60626",USA,Library,yes,http://www.chipublib.org/locations/121,,,,,,,,,,,,,,-87.67335605,42.00678881,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
705,Rogers Park Farms,1610 W. Howard St,60626,Chicago,IL,"Chicago, IL 60626",USA,Farm,yes,http://www.facebook.com/pages/Rogers-Park-Farms/189229727800425,,,,,,,,,,,,,,-87.669133,42.005107,#ERROR!,#ERROR!,Accelerate77,SE,,,,
706,Rogers Park Garden Group,1500 W. Jarvis Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Community Garden,yes,https://www.facebook.com/RogersParkGardenGroup,,,,,,,,,,,,,,-87.66815768,42.0161397,#ERROR!,#ERROR!,Accelerate77,SE,,,,
707,Roosevelt Branch Library,1101 W. Taylor Street,60607,Chicago,IL,"Chicago, IL 60607",USA,Library,yes,http://www.chipublib.org/locations/122,,,,,,,,,,,,,,-87.65423575,41.86936681,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
708,Root Riot Harambee Garden,500 N Waller St.,60644,Chicago,Il,"Chicago, Il 60644",USA,Community Garden,yes,https://www.facebook.com/RootRiot,,,,,,,,,,,,,,-87.76780819,41.88883425,#ERROR!,#ERROR!,Accelerate77,SE,,,,
709,Roots and Rays,1523 W Cullerton,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,https://www.facebook.com/lahuertarootsandrays/,,,,,,,,,,,,,,-87.66424154,41.85502078,#ERROR!,#ERROR!,Neighborspace,SE,,,,
710,Roseland Community Market,11400 S. Michigan Ave.,60628,Chicago,IL,"Chicago, IL 60628",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62101034,41.68704913,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
711,Ruby Garden,1552 W. Schreiber Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Community Garden,yes,www.therubygarden.com,,,,,,,,,,,,,,-87.66940361,41.99907446,#ERROR!,#ERROR!,Accelerate77,SE,,,,
712,S C EMPLOYEE CREDIT UNION,6601 N RIDGE BLVD,,Chicago,IL,"Chicago, IL ",USA,,No,https://www.sandc.com,,,,,,,,,,,,,(773) 338-1000,-87.6765717,42.0030257,,,SEWG,DC,,,,
713,"S.O.U.L., Inc",,,Chicago,IL,"Chicago, IL ",USA,social Workshop,no adrs,https://www.facebook.com/SoulSustainableOptionsForUrbanLiving/,,,,,,,,,,,,,773) 250-1770,,,,,SEWG,DC,,,,
714,Saint Francis Catholic Worker House of Hospitality,4652 N Kenmore Ave,60640,Chicago,IL,"Chicago, IL 60640",USA,Housing Coop,yes,http://stfrancisworker.weebly.com/,,,,,,,,,,,,,,-87.65628898,41.96649095,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
715,Salsedo Press,3139 W. Chicago Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Workers Collective,yes,http://salsedopressinc.com/index.html,,,,,,,,,,,,,,-87.70544447,41.89547351,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
716,Scottsdale Branch Library,4101 W. 79th Street,60652,Chicago,IL,"Chicago, IL 60652",USA,Library,yes,http://www.chipublib.org/locations/69,,,,,,,,,,,,,,-87.72429026,41.74937263,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
717,Season of the Bitch,,,Chicago,IL,"Chicago, IL ",USA,Social Workshop,no adrs,https://www.seasonoftheb.com/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
718,Seaway Bank Farmers Market,87th St. & Langley Ave.,60619,Chicago,IL,"Chicago, IL 60619",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.607643,41.745767,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
719,SECOND FEDERAL SAVINGS,3960 W 26TH ST,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 277-8500,-87.7243035,41.8445556,,,SEWG,DC,,,,
720,Selfreliance Ukrainian American Federal Credit Union,2332 W Chicago Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Credit Union,yes,http://www.selfreliance.com/,,,,,,,,,,,,,(773)328-7500,-87.68520148,41.89586067,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
722,Share Your Soles Foundation,900 E 103rd St,60628,Chicago,IL,"Chicago, IL 60628",USA,Give-away shops,yes,shareyoursoles.org,,,,,,,,,,,,,,-87.60140926,41.70761763,#ERROR!,#ERROR!,Shareable Map,SE,,,,
723,Sherman Park Branch Library,5440 S. Racine Avenue,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/70,,,,,,,,,,,,,,-87.65498313,41.79523605,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
724,Sherwood Peace Garden,257 W 61st St,60621,Chicago,IL,"Chicago, IL 60621",USA,Community Garden,yes,http://neighbor-space.org/2012/06/23/prentiss-place-community-garden/,,,,,,,,,,,,,,-87.6324212,41.78350364,#ERROR!,#ERROR!,Neighborspace,SE,,,,
726,Shiloh Englewood Federal Credit Union,7058 S Racine Ave,60636,Chicago,IL,"Chicago, IL 60636",USA,Credit Union,yes,http://creditunionaccess.com/cu15454.htm,,,,,,,,,,,,,(773)651-1750,-87.65422477,41.76579724,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
728,Silent Cooperative,2500 w Belmont,60618,Chicago,IL,"Chicago, IL 60618",USA,Housing Coop,Yes,https://www.facebook.com/pages/Silent-Cooperative/117493831645655,,,,,,,,,,,,,(773) 935-0640,-87.691124,41.9398684,#ERROR!,#ERROR!,SEWG,DC,,,,
729,SkyART,3026 E. 91st St,60617,Chicago,IL,"Chicago, IL 60617",USA,Arts Centre,yes,http://www.skyart.org/,,,,,,,,,,,,,,-87.55014225,41.73017906,#ERROR!,#ERROR!,Accelerate77,SE,,,,
730,Smart Chicago,"225 North Michigan Avenue, #2200",60601,Chicago,IL,"Chicago, IL 60601",USA,Social Workshop,yes,http://www.smartchicagocollaborative.org/,,,,,,,,,,,,,,-87.62443287,41.88601645,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
731,Sol House,1500 w Cemak,60608,Chicago,IL,"Chicago, IL 60608",USA,Housing Coop,yes,http://chicagocoop.net/directory/,,,,,,,,,,,,,,-87.6644873,41.8527923,#ERROR!,#ERROR!,SEWG,DC,,,,
732,Solarium/The Roost,1245 W. Jarvis,60626,Chicago,il,"Chicago, il 60626",USA,Housing Coop,yes,http://www.ic.org/directory/solarium/,,,,,,,,,,,,,,-87.66401705,42.01603039,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
733,Sophia Community,5615 S Woodlawn Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,http://www.sophiacommunity.org/,,,,,,,,,,,,,,-87.5964034,41.79300255,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
734,Sophia Community,5615 s woodlawn,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,https://www.sophiacommunity.org/,,,,,,,,,,,,,,-87.5964611,41.7927505,#ERROR!,#ERROR!,SEWG,DC,,,,
737,SOURCEONE CREDIT UNION,542 S DEARBORN ST # 410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,https://chicago.source1cu.com,,,,,,,,,,,,,(312) 922-0495,-87.6294164,41.874823,#ERROR!,#ERROR!,SEWG,DC,,,,
735,SourceOne Credit Union,542 S Dearborn St #410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,source1cu.com,,,,,,,,,,,,,,-87.62931507,41.87520973,#ERROR!,#ERROR!,Shareable Map,SE,,,,
736,SourceOne Credit Union,542 S Dearborn St Suite 410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,http://chicago.source1cu.com/,,,,,,,,,,,,,(312)922-0495,-87.62931507,41.87520973,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
738,SOUTEASTERN DATA CO-OP,180 N STETSON AVE,,Chicago,IL,"Chicago, IL ",USA,,no,https://www.sedata.com/,,,,,,,,,,,,,(312) 233-0010,-87.6227258,41.8854342,,,SEWG,DC,,,,
739,South Chicago Branch Library,9055 S. Houston Avenue,60617,Chicago,IL,"Chicago, IL 60617",USA,Library,yes,http://www.chipublib.org/locations/73,,,,,,,,,,,,,,-87.54979739,41.73090671,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
740,South Chicago Peoples Park,3257-59 E 91st St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.5445699,41.7299,,,SEWG,DC,,,,
741,SOUTH DIVISION CREDIT UNION,9059 S Kedzie,60805,Evergreen Park,IL,"Evergreen Park, IL 60805",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(708) 857-7070,-87.7018273,41.728375,#ERROR!,#ERROR!,SEWG,DC,,,,
742,South East Chicago Commission,1511 E. 53rd Street,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,yes,http://www.secc-chicago.org/,,,,,,,,,,,,,,-87.58849407,41.79945901,#ERROR!,#ERROR!,Accelerate77,SE,,,,
743,South Loop Farmers Market,1936 S. Michigan Ave.,60616,Chicago,IL,"Chicago, IL 60616",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62398518,41.85623835,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
744,South Loop Neighbors,47 W. Polk,60605,Chicago,IL,"Chicago, IL 60605",USA,Association Office,yes,http://www.southloopneighbors.org/Green.asp,,,,,,,,,,,,,,-87.63017187,41.8721772,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
745,South Merrill Community Garden,7030-34 S Merrill St,60649,Chicago,IL,"Chicago, IL 60649",USA,Community Garden,yes,https://www.facebook.com/groups/301500169983305/,,,,,,,,,,,,,,-87.567858,41.762027,#ERROR!,#ERROR!,Neighborspace,SE,,,,
128,South Shop Federal Credit Union,3300 W 127TH,60803,Blue Island,IL,"Blue Island, IL 60803",USA,Credit Union,yes,https://southshopfcu.org,,,,,,,,,,,,,(708) 925-9500,-87.7026742,41.6626478,#ERROR!,#ERROR!,SEWG,DC,,,,
746,South Shore Branch Library,2505 E. 73rd Street,60649,Chicago,IL,"Chicago, IL 60649",USA,Library,yes,http://www.chipublib.org/locations/74,,,,,,,,,,,,,,-87.56382399,41.76256209,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
747,South Shore Farmers Market Rainbow Beach Park,79th St. & South Shore Dr.,60649,Chicago,IL,"Chicago, IL 60649",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.567858,41.762027,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
748,South Shore Mommies,,60637,Chicago,IL,"Chicago, IL 60637",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60637/852/south-shore-mommies/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
749,South Side Community Federal Credit Union,5401 S Wentworth Ave Suite 25,60609,Chicago,IL,"Chicago, IL 60609",USA,Credit Union,yes,http://www.southsidecommunityfcu.org/,,,,,,,,,,,,,(773)548-5500,-87.63046153,41.79623768,#ERROR!,#ERROR!,creditunionaccess.com,eaz,,,,
750,South Side Hackerspace,1048 W 37th St,60609,Chicago,IL,"Chicago, IL 60609",USA,Coworking Space,yes,http://sshchicago.org/,,,,,,,,,,,,,,-87.65475787,41.82707396,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
751,Southeast Environmental Task Force,13300 South Baltimore Ave.,60633,Chicago,Il,"Chicago, Il 60633",USA,Social Workshop,yes,http://www.setaskforce.org,,,,,,,,,,,,,,-87.54723906,41.65366923,#ERROR!,#ERROR!,Accelerate77,SE,,,,
752,Southport Lowline Market,3411 N. Southport Ave.,60657,Chicago,IL,"Chicago, IL 60657",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66383521,41.94373162,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
753,SOUTHSIDE COMMUNITY FED CU,5401 S WENTWORTH AVE # 25,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 548-5500,-87.6290854,41.7959939,,,SEWG,DC,,,,
754,Southside Hub of Production,1448 E. 57th Street,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Center,yes,https://southsidehub.wordpress.com/,,,,,,,,,,,,,,-87.58996911,41.79160092,#ERROR!,#ERROR!,Shareable Map,SE,,,,
755,Southwest REACH Center,2601 W.63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Social Workshop,yes,http://greatersouthwest.org/,,,,,,,,,,,,,,-87.6885426,41.77909763,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
756,Space Park,815 W Roscoe St,60657,Chicago,IL,"Chicago, IL 60657",USA,Community Garden,yes,https://www.facebook.com/pages/Space-Park/150922214933894,,,,,,,,,,,,,,-87.6500329,41.943348,#ERROR!,#ERROR!,SEWG,DC,,,,
757,Spark of the Heart,1630 W. Wilson Ave,60640,Chicago,IL,"Chicago, IL 60640",USA,Community Center,yes,http://aic-chicago.org/,,,,,,,,,,,,,,-87.66983925,41.96531679,#ERROR!,#ERROR!,Accelerate77,SE,,,,
758,Spaulding Collective,Spaulding & Beldon,,Chicago,IL,"Chicago, IL ",USA,,no,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.7104079,41.9228606,,,SEWG,DC,,,,
759,Spudnik Press,"1821 W Hubbard St, Ste 202",60622,Chicago,IL,"Chicago, IL 60622",USA,Cooperative,yes,https://www.spudnikpress.org,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
760,SRB Community Spirit Garden,4935 N Central Ave,60630,Chicago,IL,"Chicago, IL 60630",USA,Community Garden,yes,https://www.facebook.com/SrbCommunitySpiritGarden,,,,,,,,,,,,,,-87.7673944,41.9705307,#ERROR!,#ERROR!,SEWG,DC,,,,
761,ST BERNARDS HOSPITAL EMPL FCU,326 W 64TH ST,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 962-4045,-87.6336764,41.7785632,,,SEWG,DC,,,,
763,ST GREGORY PARISH CREDIT UNION,1609 W GREGORY ST,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://stgregorycu.org/,,,,,,,,,,,,,(773) 561-5493,-87.6702108,41.982146,#ERROR!,#ERROR!,SEWG,DC,,,,
765,St. Elizabeth's Credit Union,50 E 41st St,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,http://creditunionaccess.com/cu65232.htm,,,,,,,,,,,,,(773)268-1518,-87.62428306,41.82022201,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
766,St. Gregory Parish Credit Union,1609 W Gregory St Fl 1,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://creditunionaccess.com/cu60680.htm,,,,,,,,,,,,,(773)561-5493,-87.67041934,41.98246376,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
767,St. Helena Parish Credit Union,10101 S Parnell Ave,60628,Chicago,IL,"Chicago, IL 60628",USA,Credit Union,yes,http://creditunionaccess.com/cu66296.htm,,,,,,,,,,,,,(312)806-3835,-87.63677155,41.71063325,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
768,St. Jude Credit Union,205 W Monroe St Fl 7,60606,Chicago,IL,"Chicago, IL 60606",USA,Credit Union,yes,http://creditunionaccess.com/cu65484.htm,,,,,,,,,,,,,(312)544-8213,-87.63386424,41.88056947,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
769,St. Mark Credit Union,8441 S Saint Lawrence Ave,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu61566.htm,,,,,,,,,,,,,(773)846-4433,-87.60970147,41.74098696,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
770,St. Martin De Porres Parish Federal Credit Union,4300 W Washington Blvd,60624,Chicago,IL,"Chicago, IL 60624",USA,Credit Union,yes,http://creditunionaccess.com/cu14058.htm,,,,,,,,,,,,,(773)626-0776,-87.73307944,41.88204687,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
771,STARFISH LEARNING CTR,1543 W HOWARD ST,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,https://www.starfishchicago.org/,,,,,,,,,,,,,773-465-4608,-87.6698518,42.0191394,#ERROR!,#ERROR!,SEWG,DC,,,,
772,Stars Garden,6100 N. Lincoln Ave.,60645,Chicago,IL,"Chicago, IL 60645",USA,Community Garden,yes,http://www.petersongarden.org,,,,,,,,,,,,,,-87.71162469,41.99288921,#ERROR!,#ERROR!,Accelerate77,SE,,,,
773,STILL POINT THEATRE COLLECTIVE,4300 N HERMITAGE AVE,60613,Chicago,IL,"Chicago, IL 60613",USA,Arts Centre,yes,http://stillpointtheatrecollective.org/,,,,,,,,,,,,,(773) 868-1700,-87.6727148,41.9599418,#ERROR!,#ERROR!,SEWG,DC,,,,
774,STOCKSY,,,Chicago,IL,"Chicago, IL ",USA,cooperative,no adrs,https://www.stocksy.com,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
776,STONE SOUP CO-OP,1430 W LELAND AVE,60640,Chicago,IL,"Chicago, IL 60640",USA,,no,https://leland.stonesoupcoop.org,,,,,,,,,,,,,,-87.6654145,41.9672843,,,SEWG,DC,,,,
775,Stone Soup Co-Op,3549 S. Hoyne,60609,Chicago,IL,"Chicago, IL 60609",USA,Group Home,yes,stonesoupcoop.org,,,,,,,,,,,,,,-87.67760284,41.82929531,#ERROR!,#ERROR!,Shareable Map,SE,,,,
777,Su Casa,,,Chicago,IL,"Chicago, IL ",USA,Housing Coop,no adrs,https://new.sucasacw.org/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
779,Su Casa Catholic Worker Community,5045 S Laflin St,60609,Chicago,IL,"Chicago, IL 60609",USA,Housing Coop,yes,http://www.sucasacw.org/,,,,,,,,,,,,,,-87.66228284,41.80234087,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
780,Sugar Beet?,812 W Madison,60302,Chicago,IL,"Chicago, IL 60302",USA,Cooperative,yes,http://sugarbeetcoop.squarespace.com,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
781,Sulzer Regional Branch Library,4455 N. Lincoln Avenue,60625,Chicago,IL,"Chicago, IL 60625",USA,Library,yes,http://www.chipublib.org/locations/38,,,,,,,,,,,,,,-87.68439934,41.96242796,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
782,Super Block Park,815 N Harding St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.72452,41.895928,,,SEWG,DC,,,,
783,Sweet Beginnings LLC.,3726 W. Flournoy St.,60624,Chicago,Il,"Chicago, Il 60624",USA,workshop for manufacture or repair of goods,yes,http://www.beelovebuzz.com/,,,,,,,,,,,,,,-87.71850725,41.87262998,#ERROR!,#ERROR!,Accelerate77,SE,,,,
784,Sweetwater Foundation,5749 South Perry Avenue,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,https://www.sweetwaterfoundation.com/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
785,Synergy Partners Credit Union,11615 S Avenue O,60617,Chicago,IL,"Chicago, IL 60617",USA,Credit Union,yes,http://synergypartnerscu.org/,,,,,,,,,,,,,(773)646-3000,-87.5400376,41.68430128,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
786,SYNERGY PARTNERS CREDIT UNION,"11615 S AVENUE O,",60617,Chicago,IL,"Chicago, IL 60617",USA,Credit Union,yes,http://www.synergypartnerscu.org,,,,,,,,,,,,,(773) 646-3000,-87.5397014,41.6838028,#ERROR!,#ERROR!,SEWG,DC,,,,
787,Taylor Street Farms,944 S Ada St,60607,Chicago,IL,"Chicago, IL 60607",USA,Community Garden,yes,http://taylorstreetfarm.org/,,,,,,,,,,,,,,-87.66021594,41.86988221,#ERROR!,#ERROR!,Neighborspace,SE,,,,
788,Teamwork Englewood,815 W. 63rd Street #2,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,teamworkenglewood.org,,,,,,,,,,,,,,-87.64542043,41.77965151,#ERROR!,#ERROR!,Accelerate77,SE,,,,
789,Tenants Union of Illinois,4616 N Drake Ave,60625,Chicago,IL,"Chicago, IL 60625",USA,Social Workshop,yes,tenant.org,,,,,,,,,,,,,,-87.7170175,41.96502534,#ERROR!,#ERROR!,Shareable Map,SE,,,,
790,TESA Collective,,,Chicago,IL,"Chicago, IL ",USA,cooperative,no adrs,http://www.toolboxfored.org/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
791,The Albany Consensus,2425 N Albany,60612,Chicago,IL,"Chicago, IL 60612",USA,Housing Coop,yes,http://albanyconsensus.org/,,,,,,,,,,,,,,-87.70478484,41.9254372,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
